codigo,nombre,precio,cantidad_vendida,cantidad_stock,categoria,fecha_venta
911,Frijoles (kg),1.5,530,1060,Granos,2024-04-11
912,Tomates,2.5,470,960,Verduras,2024-04-12
913,Cebollas,1.8,420,840,Verduras,2024-04-12
914,Huevos (docena),3.5,430,860,Huevos,2024-04-12
915,Leche Fresca (litro),1.2,1280,2560,Lácteos,2024-04-12
916,Queso Fresco (kg),6.0,275,570,Lácteos,2024-04-12
917,Arroz (kg),2.0,570,1140,Granos,2024-04-12
918,Frijoles (kg),1.5,540,1080,Granos,2024-04-12
919,Papas,1.2,210,840,Verduras,2024-04-13
920,Plátanos,1.0,300,600,Frutas,2024-04-13
921,Pimientos,2.0,220,440,Verduras,2024-04-13
922,Huevos (docena),3.5,440,880,Huevos,2024-04-13
923,Carne de Res (kg),10.0,110,220,Carnes,2024-04-13
924,Leche Fresca (litro),1.2,1300,2600,Lácteos,2024-04-13
925,Queso Fresco (kg),6.0,280,580,Lácteos,2024-04-13
926,Arroz (kg),2.0,580,1160,Granos,2024-04-13
927,Frijoles (kg),1.5,550,1100,Granos,2024-04-13
928,Tomates,2.5,480,980,Verduras,2024-04-14
929,Cebollas,1.8,430,860,Verduras,2024-04-14
930,Huevos (docena),3.5,450,900,Huevos,2024-04-14
931,Leche Fresca (litro),1.2,1320,2640,Lácteos,2024-04-14
932,Queso Fresco (kg),6.0,285,590,Lácteos,2024-04-14
933,Arroz (kg),2.0,590,1180,Granos,2024-04-14
934,Frijoles (kg),1.5,560,1120,Granos,2024-04-14
935,Papas,1.2,220,880,Verduras,2024-04-15
936,Plátanos,1.0,310,620,Frutas,2024-04-15
937,Pimientos,2.0,230,460,Verduras,2024-04-15
938,Huevos (docena),3.5,460,920,Huevos,2024-04-15
939,Carne de Pollo (kg),7.5,115,230,Carnes,2024-04-15
940,Leche Fresca (litro),1.2,1340,2680,Lácteos,2024-04-15
941,Queso Fresco (kg),6.0,290,600,Lácteos,2024-04-15
942,Arroz (kg),2.0,600,1200,Granos,2024-04-15
943,Frijoles (kg),1.5,570,1140,Granos,2024-04-15
944,Tomates,2.5,490,1000,Verduras,2024-04-16
945,Cebollas,1.8,440,880,Verduras,2024-04-16
946,Huevos (docena),3.5,470,940,Huevos,2024-04-16
947,Leche Fresca (litro),1.2,1360,2720,Lácteos,2024-04-16
948,Queso Fresco (kg),6.0,295,610,Lácteos,2024-04-16
949,Arroz (kg),2.0,610,1220,Granos,2024-04-16
950,Frijoles (kg),1.5,580,1160,Granos,2024-04-16
951,Papas,1.2,230,920,Verduras,2024-04-17
952,Plátanos,1.0,320,640,Frutas,2024-04-17
953,Pimientos,2.0,240,480,Verduras,2024-04-17
954,Huevos (docena),3.5,480,960,Huevos,2024-04-17
955,Carne de Res (kg),10.0,120,240,Carnes,2024-04-17
956,Leche Fresca (litro),1.2,1380,2760,Lácteos,2024-04-17
957,Queso Fresco (kg),6.0,300,620,Lácteos,2024-04-17
958,Arroz (kg),2.0,620,1240,Granos,2024-04-17
959,Frijoles (kg),1.5,590,1180,Granos,2024-04-17
960,Tomates,2.5,500,1020,Verduras,2024-04-18
961,Cebollas,1.8,450,900,Verduras,2024-04-18
962,Huevos (docena),3.5,490,980,Huevos,2024-04-18
963,Leche Fresca (litro),1.2,1400,2800,Lácteos,2024-04-18
964,Queso Fresco (kg),6.0,305,630,Lácteos,2024-04-18
965,Arroz (kg),2.0,630,1260,Granos,2024-04-18
966,Frijoles (kg),1.5,600,1200,Granos,2024-04-18
967,Papas,1.2,240,960,Verduras,2024-04-19
968,Plátanos,1.0,330,660,Frutas,2024-04-19
969,Pimientos,2.0,250,500,Verduras,2024-04-19
970,Huevos (docena),3.5,500,1000,Huevos,2024-04-19
971,Carne de Pollo (kg),7.5,125,250,Carnes,2024-04-19
972,Leche Fresca (litro),1.2,1420,2840,Lácteos,2024-04-19
973,Queso Fresco (kg),6.0,310,640,Lácteos,2024-04-19
974,Arroz (kg),2.0,640,1280,Granos,2024-04-19
975,Frijoles (kg),1.5,610,1220,Granos,2024-04-19
976,Tomates,2.5,510,1040,Verduras,2024-04-20
977,Cebollas,1.8,460,920,Verduras,2024-04-20
978,Huevos (docena),3.5,510,1020,Huevos,2024-04-20
979,Leche Fresca (litro),1.2,1440,2880,Lácteos,2024-04-20
980,Queso Fresco (kg),6.0,315,650,Lácteos,2024-04-20
981,Arroz (kg),2.0,650,1300,Granos,2024-04-20
982,Frijoles (kg),1.5,620,1240,Granos,2024-04-20
983,Papas,1.2,250,1000,Verduras,2024-04-21
984,Plátanos,1.0,340,680,Frutas,2024-04-21
985,Pimientos,2.0,260,520,Verduras,2024-04-21
986,Huevos (docena),3.5,520,1040,Huevos,2024-04-21
987,Carne de Res (kg),10.0,130,260,Carnes,2024-04-21
988,Leche Fresca (litro),1.2,1460,2920,Lácteos,2024-04-21
989,Queso Fresco (kg),6.0,320,660,Lácteos,2024-04-21
990,Arroz (kg),2.0,660,1320,Granos,2024-04-21
991,Frijoles (kg),1.5,630,1260,Granos,2024-04-21
992,Tomates,2.5,520,1060,Verduras,2024-04-22
993,Cebollas,1.8,470,940,Verduras,2024-04-22
994,Huevos (docena),3.5,530,1060,Huevos,2024-04-22
995,Leche Fresca (litro),1.2,1480,2960,Lácteos,2024-04-22
996,Queso Fresco (kg),6.0,325,670,Lácteos,2024-04-22
997,Arroz (kg),2.0,670,1340,Granos,2024-04-22
998,Frijoles (kg),1.5,640,1280,Granos,2024-04-22
999,Papas,1.2,260,1040,Verduras,2024-04-23
1000,Plátanos,1.0,350,700,Frutas,2024-04-23
